"GeneID","genename","AUG_Hairpin","Rmotif","TranslationCat","Ribo_Mock_RPKM_AVG","Ribo_IC_RPKM_AVG","RNA_Mock_RPKM_AVG","RNA_IC_RPKM_AVG","RNAlog2fc","RNA_adjp","Ribolog2fc","Ribo_adjp","TE_Mock","TE_IC","log2_TEfc","Direction"
"AT3G27390",NA,1,"FALSE","Non DTG",2.965395269,1.984383867,4.819251237,4.546312106,-0.051843139,0.983396337,-0.498495351,0.889332759,0.615322822,0.436482103,-0.495421002,0.0258435637727468
"AT3G27530","GC6",1,"TRUE","Non DTG",2.838490333,2.388849699,3.950298713,7.056430205,0.651622805,0.306967647,-0.199715722,0.964026953,0.718550808,0.338535156,-1.085784511,-0.13013931897224
"AT3G27740","CARA",1,"TRUE","Non DTG",8.331136931,6.739122199,16.52800615,12.31891787,-0.363555045,0.741246049,-0.329034638,0.906973926,0.504061824,0.547054723,0.118084461,0.119622202624649
"AT3G27770","HUP53",1,"FALSE","Non DTG",11.38930432,9.095556563,39.00401603,22.22411762,-0.589673161,0.422315237,-0.125004572,0.98470705,0.292003375,0.409265138,0.487050736,0.0737118411106921
"AT3G28340","GATL10",1,"TRUE","Forwarded",7.824791516,25.67879805,17.30812776,44.36587898,1.383924159,1.89576e-10,1.714956516,2.97873e-06,0.452087691,0.578796107,0.35645258,2.37336975412687
"AT3G28860","ABCB19",1,"TRUE","Forwarded",10.04565512,17.0230281,12.89397854,17.75909549,0.615452373,0.000184836,0.755918775,0.002262391,0.779096622,0.958552653,0.299055421,0.465232003869003
"AT3G28940",NA,1,"TRUE","Non DTG",10.47496055,16.56250783,61.45536016,79.85655583,0.577862521,0.005979577,0.120862029,0.977375972,0.170448282,0.207403233,0.283104323,0.0698416367711151
"AT3G29075",NA,1,"FALSE","Non DTG",6.382530263,3.683776276,14.20369479,10.54495762,-0.37068795,0.805429942,-0.270488954,0.952358219,0.449357041,0.349340074,-0.363230059,0.100266995855904
"AT3G29200","ATCM1",1,"TRUE","Non DTG",4.224140165,3.9636133,11.88632793,10.64810119,-0.058017351,0.981304994,-0.171096161,0.97690286,0.35537806,0.37223663,0.066865413,0.00992654602748951
"AT3G29320","PHS1",1,"TRUE","Non DTG",5.126904307,5.800797768,6.270789393,5.047037624,-0.214381593,0.778887704,0.188727594,0.944612982,0.817585153,1.149347043,0.491373579,-0.0404597222447772
"AT3G29360","UGD2",1,"TRUE","Non DTG",25.14262637,26.40781046,65.5293588,68.17968305,0.196225024,0.648203804,0.209263531,0.831678637,0.383684914,0.387326683,0.013628851,0.0410627413927997
"AT3G29400","ATEXO70E1",1,"FALSE","Buffered_S",4.76311492,5.179743355,6.120984046,14.69225065,1.243082617,0.000612533,0.119393665,0.982876393,0.77816163,0.352549346,-1.14224464,0.148416189541421
"AT3G30390",NA,1,"TRUE","Non DTG",22.43926484,23.73796387,49.78255463,51.5724387,0.104372409,0.840319859,0.111547303,0.96219347,0.450745547,0.460283913,0.03021078,0.0116424607315629
"AT3G42050","VHA-H",1,"TRUE","Non DTG",20.68096345,20.5296318,52.82661816,46.98858979,-0.055781648,0.931860502,0.055348541,0.985607912,0.391487552,0.436906745,0.15835894,-0.00308743283137557
"AT3G42170","DAYSLEEPER",1,"TRUE","Non DTG",3.602375706,3.539434699,8.593636987,6.528727877,-0.363479473,0.603934382,0.403550171,0.871161675,0.419191049,0.542132367,0.371037231,-0.14668220348414
"AT3G43540",NA,1,"TRUE","Non DTG",8.628015144,9.047152649,25.28899746,18.68676214,-0.481444461,0.114565933,0.321343015,0.906973926,0.341176638,0.484147686,0.504928335,-0.15470881465279
"AT3G43720","LTPG2",1,"TRUE","Non DTG",11.82622327,12.9766327,79.94860556,63.39788475,-0.304556513,0.640343768,0.120944894,0.985025614,0.147922821,0.204685578,0.468564813,-0.0368345551817946
"AT3G44190",NA,1,"TRUE","Non DTG",5.069471028,5.103554194,17.71674094,15.0692916,-0.332267867,0.465701978,0.262677279,0.936826375,0.286140157,0.338672469,0.243168736,-0.0872792192026939
"AT3G44310","ATNIT1",1,"TRUE","Non DTG",26.07449175,23.69677559,80.38995953,68.83926954,-0.202095414,0.590182277,0.089888143,0.970346925,0.324350104,0.344233397,0.085835169,-0.0181659814732762
"AT3G44600","AtCYP71",1,"TRUE","Non DTG",2.464391032,2.150745842,3.756579339,4.481111768,0.084469813,0.975637162,-0.050537028,0.993235243,0.656019961,0.479958089,-0.45083128,-0.00426885330473576
"AT3G44880","ACD1",1,"TRUE","Non DTG",6.739640924,4.898050377,15.70266935,11.29448152,-0.453748108,0.550869377,-0.187884378,0.963685245,0.429203518,0.433667572,0.014927668,0.0852521810402568
"AT3G45190",NA,1,"TRUE","Non DTG",4.218776152,2.951183021,8.499515699,7.2245744,-0.170190759,0.865386394,-0.304019225,0.922062997,0.496354887,0.408492301,-0.281063108,0.0517412626533418
"AT3G45640","ATMAPK3",1,"TRUE","Forwarded",61.13523924,176.0879677,133.6521829,411.4580782,1.71793443,1.37915e-64,1.612714469,1.1331e-32,0.457420432,0.427960896,-0.09604183,2.77053771205427
"AT3G46000","ADF2",1,"FALSE","Non DTG",9.43122311,7.21070699,38.79021838,29.26567056,-0.179074732,0.81527405,-0.068285278,0.989950827,0.243134056,0.246387896,0.019179399,0.0122281678573955
"AT3G46010","ADF1",1,"FALSE","Non DTG",13.42325346,13.27653227,46.84145314,60.06365076,0.170203598,0.858128988,-0.083169463,0.987703677,0.286567827,0.221041047,-0.374562346,-0.0141557418463279
"AT3G46060","ARA-3",1,"FALSE","Non DTG",6.451499548,5.031636863,23.86076593,25.14104283,0.048844765,0.967018989,-0.310131151,0.928927481,0.270381075,0.200136363,-0.434010864,-0.0151482831897745
"AT3G46530","RPP11",1,"TRUE","Non DTG",6.007754564,8.738229999,11.94029193,8.335223134,-0.436008088,0.414354524,0.495642268,0.668084604,0.503149722,1.048349859,1.059060588,-0.216104037602664
"AT3G46540",NA,1,"TRUE","Non DTG",2.707839781,2.149875552,3.607124784,3.98963501,0.222721557,0.916036097,0.090163155,0.989950827,0.750692017,0.538865221,-0.478296665,0.0200812782656323
"AT3G46590","ATTRP2",1,"FALSE","Non DTG",5.621977661,4.508051376,18.59676812,14.391561,-0.119349108,0.844109682,-0.151621117,0.972259272,0.302309392,0.313242697,0.051255073,0.0180958450679136
"AT3G46620","AtRDUF1",1,"TRUE","Forwarded",15.33336255,50.91245305,29.25299251,98.74624358,1.970060221,3.95821e-39,1.911967874,2.59898e-20,0.524163897,0.515588758,-0.023797181,3.76669185239734
"AT3G46630",NA,1,"TRUE","Non DTG",19.68036251,15.89886152,46.96447139,51.84756242,0.08055577,0.93547689,-0.450601368,0.799037822,0.419047887,0.306646268,-0.450539726,-0.0362985401622934
"AT3G47080",NA,1,"TRUE","Non DTG",3.640763167,3.62291187,14.52153232,6.914587518,-0.683002066,0.360424467,0.086545452,0.987703677,0.250714806,0.523951987,1.063387415,-0.0591107225189038
"AT3G47370",NA,1,"TRUE","Non DTG",4.998933616,4.307328965,47.15697535,48.92328087,0.205675454,0.85287545,-0.53016994,0.836101519,0.106006239,0.088042521,-0.267876827,-0.109042943106653
"AT3G47420","AtG3Pp1",1,"FALSE","Non DTG",12.10575621,6.513004208,15.06259572,6.334871257,-1.055240432,0.030452192,-0.681508184,0.500866127,0.803696549,1.028119427,0.355285066,0.719154990495695
"AT3G47520","MDH",1,"TRUE","Non DTG",11.51909608,9.594535528,29.28371656,23.86482919,-0.246880446,0.642052369,-0.170336626,0.957572781,0.393361821,0.402036631,0.031470017,0.0420527821970152
"AT3G47570",NA,1,"TRUE","Buffered_S",3.922905552,5.953567284,5.302498906,11.6265749,1.140083086,0.000291552,0.564782559,0.590792158,0.739822039,0.512065448,-0.530850063,0.643899042783697
"AT3G47730","ABCA2",1,"FALSE","Non DTG",2.183569869,2.384062558,4.901400688,8.047925425,0.726384375,0.138399007,0.083756956,0.987703677,0.445499156,0.296233182,-0.588689447,0.0608397441359625
"AT3G48000","ALDH2",1,"FALSE","Non DTG",9.262607167,15.38597199,30.01555832,33.05587028,0.21341873,0.703514477,0.66795384,0.429232958,0.308593532,0.465453545,0.592929359,0.142553860231423
"AT3G48090","ATEDS1",1,"FALSE","Forwarded",5.574582223,19.17391008,15.89921288,40.38772175,1.506135531,4.57983e-12,1.804537959,1.3595e-08,0.350620013,0.474746018,0.437247555,2.71787873708812
"AT3G48530","KING1",1,"FALSE","Non DTG",15.37274972,7.410520494,21.48819411,17.81146961,-0.197425892,0.829169633,-0.955727568,0.288162175,0.715404452,0.416053288,-0.781990776,0.188685367621391
"AT3G48730","GSA2",1,"TRUE","Non DTG",16.6502685,15.24095308,39.72286367,30.30653093,-0.206506412,0.667671451,-0.038455222,0.989950827,0.41916083,0.502893357,0.262748591,0.00794124991788346
"AT3G48740","AtSWEET11",1,"TRUE","Non DTG",16.13521912,14.4395258,53.7522074,42.46499087,-0.211746004,0.596815999,-0.270172604,0.910154017,0.300177795,0.340033649,0.179860256,0.0572079692872744
"AT3G48750","CDC2",1,"TRUE","Non DTG",7.357681006,5.748341767,14.39373161,25.22336902,0.658978934,0.060986583,-0.496533798,0.863857279,0.511172586,0.227897461,-1.165425613,-0.327205312901011
"AT3G48760","PAT5",1,"TRUE","Intensified",5.878494669,14.85797571,17.44583573,26.4558852,0.876143254,0.000110832,1.316742439,0.003157689,0.336956897,0.561613252,0.737012923,1.15365500518536
"AT3G48890","ATMAPR3",1,"TRUE","Non DTG",3.359914676,5.015581451,13.65807288,11.05595025,-0.175366573,0.934566454,0.280987139,0.957926244,0.246002105,0.453654488,0.882923272,-0.0492757516235046
"AT3G49350",NA,1,"FALSE","Non DTG",5.321784017,8.055238022,11.68789174,16.97221222,0.657825709,0.038087013,0.56657095,0.556213412,0.455324548,0.474613322,0.059857356,0.372704936882554
"AT3G49490",NA,1,"TRUE","Non DTG",4.24773171,3.631811945,7.058464154,5.611117406,-0.299934745,0.747298305,-0.153608963,0.970346925,0.60179263,0.647252888,0.105063058,0.0460726651471194
"AT3G49601",NA,1,"TRUE","Non DTG",4.183944548,2.854290261,8.200589006,4.464439425,-0.763549797,0.427001012,-0.296893512,0.936826375,0.510200492,0.639339005,0.325516823,0.226692980818217
"AT3G49680","ATBCAT-3",1,"FALSE","Non DTG",4.95220821,5.627425799,19.22883928,18.93309673,0.209534341,0.808203855,0.388737552,0.889291286,0.257540673,0.297226908,0.206764436,0.0814538667802732
"AT3G49720","CGR2",1,"TRUE","Non DTG",21.1938053,26.86089921,85.68048109,86.75191774,0.157852793,0.742228351,0.53331325,0.313692438,0.247358617,0.309628881,0.323935889,0.0841849860564072
"AT3G49790",NA,1,"TRUE","Non DTG",3.606180324,9.008629346,11.06140907,22.43252185,1.148252998,0.000691948,0.881428794,0.281437555,0.326014552,0.4015879,0.300779439,1.01210325523402
"AT3G49870","ARL8a",1,"TRUE","Non DTG",6.284046567,3.61270272,31.86085743,21.32551345,-0.822618075,0.024871151,-0.469190047,0.901612329,0.197234069,0.169407538,-0.219410712,0.3859642132723
"AT3G49910",NA,1,"TRUE","Non DTG",17.24309683,15.28521317,111.1146545,95.88283872,-0.263984223,0.404318584,-0.554423809,0.668084604,0.155182923,0.159415526,0.038822343,0.146359138431565
"AT3G49940","LBD38",1,"TRUE","Non DTG",5.31744877,6.106813546,42.44749296,27.95759347,-0.307627705,0.677743846,0.27635816,0.94482302,0.125271209,0.218431302,0.802124734,-0.0850154265188228
"AT3G50360","ATCEN2",1,"TRUE","Non DTG",3.785236005,2.598243818,7.846814969,4.698049182,-0.843346503,0.428238341,0.853241914,0.671062587,0.482391393,0.553047386,0.197198931,-0.719578584384927
"AT3G51130",NA,1,"FALSE","Non DTG",3.294664684,3.387511591,5.497175437,11.58657238,0.705703809,0.252342989,0.121526352,0.987437048,0.599337737,0.29236529,-1.035597173,0.0857616095002748
"AT3G51310","VPS35C",1,"TRUE","Buffered_S",3.513814692,3.211770137,5.912377738,2.038866099,-1.397946849,0.011034801,-0.465230553,0.863790614,0.594314986,1.575272716,1.406301949,0.650367585624878
"AT3G51460","RHD4",1,"TRUE","Non DTG",2.036269669,2.403761485,3.851715277,9.016556682,1.023538808,0.067431945,0.122119526,0.987703677,0.528665678,0.266594174,-0.987710413,0.124994074075565
"AT3G51550","FER",1,"TRUE","Non DTG",41.48459622,41.30109035,70.05817134,70.00574631,0.069163484,0.922241502,0.002314507,0.998844586,0.592145005,0.589967146,-0.005315892,0.000160079367862388
"AT3G51600","LTP5",1,"FALSE","Exclusive",78.02439082,73.38883696,634.2621247,516.2864042,-0.036840227,0.96321555,0.586781655,0.036133383,0.123016002,0.14214753,0.208543032,-0.0216171693696357
"AT3G51660","MDL3",1,"TRUE","Buffered_S",8.093839361,14.46830512,30.13977905,78.10539848,1.276150192,7.03362e-06,0.643203446,0.788384684,0.268543421,0.185240782,-0.53575362,0.820824201107962
"AT3G51730",NA,1,"TRUE","Non DTG",14.73559244,16.54874155,74.08290396,53.94237531,-0.209621771,0.566857808,0.269690779,0.913758882,0.198906788,0.306785555,0.625138047,-0.0565330587163496
"AT3G51820","ATG4",1,"TRUE","Non DTG",18.75175891,20.64131487,71.36744318,64.29790749,-0.059547633,0.912682269,0.122420545,0.953728363,0.262749485,0.32102623,0.289003248,-0.00728985368531999
"AT3G51920","ATCML9",1,"TRUE","Forwarded",41.39888515,70.84153846,143.1107189,290.9805458,1.106631985,0.000153256,0.840390113,0.033467525,0.289278717,0.243457989,-0.248787342,0.930002578923564
"AT3G52220",NA,1,"TRUE","Non DTG",3.693769954,5.081159458,10.40904247,10.42160749,-0.075611033,0.961948014,-0.389516816,0.922062997,0.354861647,0.487560049,0.458323257,0.0294517688286309
"AT3G52300","ATPd",1,"FALSE","Non DTG",13.66484503,7.326792079,74.08395206,71.90002163,0.017632773,0.991366964,0.116535968,0.976794187,0.184450811,0.101902502,-0.856046661,0.00205485227007926
"AT3G52400","ATSYP122",1,"TRUE","Intensified",52.02215165,113.6472725,177.7287295,607.341737,1.932440361,1.0848e-164,1.548963571,2.40773e-22,0.292705359,0.187122448,-0.645466522,2.99327972231909
"AT3G52430","ATPAD4",1,"TRUE","Intensified",3.201745711,8.883994366,12.21168878,21.33461207,0.962926081,0.000219007,1.186718021,0.046260117,0.262186973,0.416412276,0.667416596,1.14272173321361
"AT3G52730",NA,1,"TRUE","Non DTG",6.222048514,10.58413101,48.86479794,12.39081952,-1.433227356,0.084465564,0.369485235,0.895361484,0.127331919,0.854191362,2.745965192,-0.529556346440089
"AT3G52850","ATELP",1,"TRUE","Non DTG",4.702488784,5.459523705,13.99689901,12.34011844,0.061701222,0.970907841,0.298972004,0.917987537,0.335966472,0.442420689,0.397101586,0.0184469379905889
"AT3G52870",NA,1,"TRUE","Non DTG",3.629447411,5.88591016,14.12627676,17.53348142,0.466683646,0.240932621,0.797598062,0.502719861,0.256928805,0.335695463,0.385784393,0.372225971616694
"AT3G53110","LOS4",1,"TRUE","Non DTG",5.343604324,7.204075782,12.9482209,15.53759339,0.091016118,0.915784563,0.38458654,0.87038897,0.412690235,0.463654544,0.167990994,0.0350035739058517
"AT3G53130","CYP97C1",1,"TRUE","Non DTG",5.970836533,4.463900587,11.31750818,10.31361511,-0.015893263,0.992980458,-0.120881021,0.978293689,0.52757519,0.432816286,-0.285621936,0.00192119385846152
"AT3G53180","NodGS",1,"TRUE","Non DTG",12.07939285,15.5530878,24.08053963,43.40448347,0.937491324,3.75103e-07,0.344219479,0.777333771,0.501624674,0.358329061,-0.485323262,0.3227027751143
"AT3G53430",NA,1,"TRUE","Non DTG",17.16949346,16.63209243,157.55906,98.99358615,-0.463565875,0.101118781,-0.000869434,0.999535574,0.108971794,0.168011819,0.624607959,0.00040303993296475
"AT3G53470",NA,1,"FALSE","Non DTG",5.595847035,4.252311941,27.73902534,38.37266929,0.230111527,0.836004868,0.297017089,0.958216631,0.201731927,0.110816162,-0.864271121,0.0683470558948849
"AT3G53620","AtPPa4",1,"TRUE","Non DTG",14.35192321,10.07072267,39.02750807,38.0067738,-0.244061207,0.841562073,-0.200367316,0.953728363,0.367738652,0.264971784,-0.47284208,0.0489018889863104
"AT3G53730",NA,1,"TRUE","Non DTG",7.96507825,10.75932995,48.74249516,53.70571069,0.157601934,0.874440158,0.327131203,0.94482302,0.163411377,0.200338657,0.293932398,0.0515565102645466
"AT3G53750","ACT3",1,"TRUE","Non DTG",3.808439762,3.943601679,8.912393385,9.564850755,0.090033708,0.959145928,0.002625701,0.999363834,0.427319531,0.412301434,-0.051615781,0.000236401597129308
"AT3G53990","AtUSP",1,"TRUE","Non DTG",12.98134803,22.01691041,95.32219818,80.04292188,-0.17087272,0.775678126,0.649071958,0.534364635,0.136183893,0.275063802,1.014210215,-0.110908690939186
"AT3G54110","ATPUMP1",1,"FALSE","Non DTG",3.591197151,3.714054464,17.18647937,16.21584324,0.190383592,0.891717731,-0.096428122,0.987703677,0.208954788,0.229038626,0.132400108,-0.0183583322361742
"AT3G54200","NHL39",1,"TRUE","Non DTG",6.823916248,8.92432669,21.49895692,19.67495023,-0.041932896,0.979545203,0.392860172,0.915554809,0.317406852,0.453588273,0.515050066,-0.0164737647350181
"AT3G54300","ATVAMP727",1,"TRUE","Non DTG",3.901999496,3.528017299,9.747554547,14.82656908,0.474942465,0.740063313,-0.052005061,0.993235243,0.400305479,0.237952373,-0.750428521,-0.0246994118638154
"AT3G54400",NA,1,"TRUE","Buffered_S",8.061981464,4.470487796,18.87851241,5.499157036,-1.653226058,6.89741e-06,-0.702591401,0.652150167,0.427045378,0.812940559,0.92876049,1.16154241225993
"AT3G54600","DJ-1f",1,"FALSE","Non DTG",4.757579274,2.366318407,8.340766819,4.405694393,-0.657509398,0.576885522,-0.662616121,0.777333771,0.570400705,0.537104528,-0.086772881,0.435676326823805
"AT3G55030","PGPS2",1,"TRUE","Non DTG",2.690775759,3.700551918,9.287499169,2.277610717,-0.748030703,0.605074252,0.416336742,0.936826375,0.289720161,1.624751715,2.487487281,-0.31143266580299
"AT3G55040","GSTL2",1,"TRUE","Buffered_S",5.580418923,4.221334871,36.67081328,56.49558425,0.706193032,0.000160569,-0.140651082,0.985182478,0.152176034,0.074719731,-1.026179997,-0.0993268140516606
"AT3G55140",NA,1,"TRUE","Non DTG",3.424619154,1.520438553,5.767776131,8.152702083,0.831690423,0.382190547,-0.177645216,0.978174374,0.59375036,0.186495046,-1.670719172,-0.147745824838966
"AT3G55280","RPL23A2",1,"TRUE","Non DTG",7.497170897,8.013382113,36.21794879,19.00229111,-0.372074039,0.842622026,0.210730483,0.970346925,0.207001532,0.421706102,1.02659645,-0.0784073419502308
"AT3G55330","PPL1",1,"TRUE","Non DTG",26.32634659,23.5022278,81.82399544,73.0327383,-0.064640243,0.934623098,-0.135230684,0.970346925,0.321743597,0.321804007,0.000270852,0.00874134427481621
"AT3G55440","ATCTIMC",1,"TRUE","Non DTG",58.30366698,48.36384691,148.845524,136.8896651,-0.036354721,0.932185692,-0.009279214,0.996883172,0.39170588,0.35330532,-0.148855313,0.000337343236069294
"AT3G55830","EPC1",1,"TRUE","Non DTG",4.254052634,8.225079149,6.161072476,6.26626418,-0.369137413,0.658304671,0.750737322,0.521257388,0.690472747,1.312596934,0.926767592,-0.277125232885628
"AT3G55960",NA,1,"TRUE","Buffered_S",16.33529747,16.91340748,32.51764419,63.24541838,1.07526744,2.61036e-07,0.195926796,0.940145924,0.502351812,0.267425023,-0.909563614,0.210673704362322
"AT3G56050",NA,1,"TRUE","Non DTG",20.53823162,25.70958371,38.42445823,26.49360701,-0.222582693,0.72588092,0.552238832,0.142351092,0.534509335,0.970407076,0.860374925,-0.122918806405735
"AT3G56340","RPS26e",1,"TRUE","Non DTG",27.67961777,9.789690544,133.095013,107.9856407,-0.234670945,0.403958688,-0.93506596,0.235956025,0.207968857,0.090657336,-1.197871827,0.219432812470532
"AT3G56410",NA,1,"FALSE","Forwarded",3.675290155,12.25847889,6.323456372,18.18371171,1.539603953,6.53827e-18,1.772259418,7.9365e-13,0.581215389,0.674146131,0.213988448,2.72857760569428
"AT3G56460",NA,1,"TRUE","Non DTG",3.64329795,7.550948912,25.01560737,21.40524148,-0.146332239,0.895200469,0.948562925,0.434524017,0.145640995,0.352761678,1.276277342,-0.138805336647639
"AT3G56650","PPD6",1,"TRUE","Non DTG",6.727627585,9.877828231,33.06585399,35.50084535,0.106953075,0.925415942,0.587800263,0.788384684,0.20346148,0.278242057,0.45158482,0.0628670456136587
"AT3G56710","SIB1",1,"TRUE","Non DTG",3.117373481,7.474345137,7.652922624,28.55874409,1.43801777,0.143857846,0.799508792,0.751606844,0.407344179,0.261718271,-0.638233644,1.14970785016723
"AT3G56800","ACAM-3",1,"FALSE","Non DTG",32.4594365,50.48725533,179.2289075,225.7208983,0.550132868,0.001610929,0.556036463,0.160977645,0.181106033,0.223671161,0.304544644,0.305893934102766
"AT3G57330","ACA11",1,"TRUE","Forwarded",13.67694554,24.31817859,27.55108204,57.70961105,1.193531003,5.80497e-19,0.829530888,0.000122567,0.496421357,0.421388711,-0.236413522,0.990070832774121
"AT3G57340",NA,1,"TRUE","Non DTG",8.765776083,5.867749784,20.17895384,12.40683385,-0.631463653,0.299450963,-0.348298657,0.906973926,0.43440191,0.47294498,0.122641911,0.219937942284214
"AT3G57420","STL2",1,"TRUE","Non DTG",2.206781777,2.713446286,2.941198205,5.450614248,0.673325345,0.538863841,0.364336176,0.922062997,0.75030026,0.497823945,-0.591832433,0.245316781401181
"AT3G57450",NA,1,"FALSE","Forwarded",20.36961464,65.37782326,169.3565453,711.0600887,2.269131549,6.23829e-98,2.313076059,6.6511e-17,0.120276513,0.091944161,-0.387525079,5.24867386071349
"AT3G57880","FTIP3",1,"FALSE","Non DTG",4.389844921,6.631650045,13.70611749,14.62234284,0.155805282,0.76533934,0.529526695,0.702429361,0.32028362,0.453528557,0.501843379,0.082503056041003
"AT3G57990","OEP40",1,"TRUE","Non DTG",8.702799332,5.759494021,18.51527803,11.794806,-0.235375334,0.739375931,-0.355707345,0.899651201,0.470033413,0.488307652,0.055027068,0.0837247351356282
"AT3G58140",NA,1,"TRUE","Non DTG",13.42774139,11.12437663,26.47710805,21.27207733,-0.003434895,0.996727001,-0.140379544,0.948642345,0.507145318,0.522956759,0.044292463,0.00048218899378788
"AT3G58640",NA,1,"TRUE","Non DTG",3.879765135,4.571114567,9.309491338,8.052643956,0.133917404,0.85040896,0.255745974,0.93023294,0.416753719,0.567653878,0.445816454,0.0342488369215315
"AT3G58680","ATMBF1B",1,"TRUE","Non DTG",20.68932704,11.46353852,64.69617973,64.62943005,0.083205901,0.943056108,-0.51422045,0.789698208,0.319792098,0.17737335,-0.850345025,-0.0427861758548755
"AT3G58790","GAUT15",1,"TRUE","Buffered_S",4.769013098,3.025393312,15.00545106,4.485215254,-1.315802758,0.003244942,-0.199354431,0.963685245,0.31781871,0.674525779,1.085669523,0.262311110129321
"AT3G59040","PPR287",1,"FALSE","Non DTG",3.502302961,2.127756455,3.251896454,3.195364298,0.408752887,0.798398024,-0.612255854,0.801334295,1.077003223,0.665888536,-0.693669959,-0.250261347905151
"AT3G59500",NA,1,"TRUE","Non DTG",2.98791199,3.585384451,11.07215645,7.047333362,-0.204388617,0.906488061,0.213098214,0.970346925,0.26985818,0.508757606,0.914777039,-0.04355484924463
"AT3G59600","NRPB8B",1,"TRUE","Non DTG",3.17845789,2.297726487,21.97017621,13.18190942,-0.017374648,0.994170275,-0.935940513,0.635542732,0.144671479,0.174309079,0.268867178,0.0162616369623144
"AT3G59780",NA,1,"TRUE","Non DTG",27.99110627,25.37185571,58.85245538,58.02593203,-0.000969953,0.998678887,-0.136399667,0.922062997,0.475614927,0.437250292,-0.121334647,0.000132301266205651
"AT3G59920","ATGDI2",1,"TRUE","Non DTG",8.458125994,7.836337468,15.13510092,13.09839105,-0.281292865,0.484915417,-0.277606369,0.916442123,0.558841731,0.59826718,0.098350164,0.0780886908782572
"AT3G60030","SPL12",1,"TRUE","Non DTG",4.947256921,6.362246468,12.98007213,14.78163927,0.267964709,0.516838086,0.48453273,0.741674721,0.381142483,0.430415487,0.175399567,0.129837671995426
"AT3G60190","ADL1E",1,"TRUE","Non DTG",3.13714724,2.799216294,6.350065639,5.258507523,-0.088314247,0.963413635,-0.082935263,0.987703677,0.494033829,0.532321439,0.10768784,0.00732436530159196
"AT3G60800","PAT14",1,"FALSE","Non DTG",5.101198632,3.851079655,6.706495967,6.866893318,0.564973518,0.5991999,-0.13273636,0.984337283,0.760635458,0.560818332,-0.439671685,-0.0749925282757145
"AT3G60880","DHDPS",1,"TRUE","Non DTG",2.57596265,1.85017119,4.253019077,3.047849578,-0.513037311,0.758966982,-0.176288254,0.977375972,0.605678602,0.607041503,0.003242713,0.090442451793045
"AT3G61070","PEX11E",1,"TRUE","Non DTG",2.135626927,3.325700097,14.42522451,7.592687707,-0.731562299,0.372943148,0.310311213,0.96168669,0.148048089,0.43801355,1.564909629,-0.227011984387759
"AT3G61130","GAUT1",1,"TRUE","Non DTG",6.296337509,5.375115957,16.69273234,18.18507394,0.284493445,0.559876274,0.054142676,0.989950827,0.377190347,0.295578449,-0.35175167,0.0154032364167588
"AT3G61220","SDR1",1,"FALSE","Non DTG",3.72949371,2.248542604,11.04785649,6.583422047,-0.708356813,0.533048798,-0.524625077,0.899651201,0.337576227,0.341546173,0.016867317,0.3716217475636
"AT3G61460","BRH1",1,"TRUE","Buffered_S",9.470480197,8.404712053,34.80234279,10.23764972,-1.611102707,1.8969e-06,-0.020224906,0.996883172,0.272121916,0.820961088,1.593060692,0.0325844008054205
"AT3G61640","AGP20",1,"TRUE","Buffered_S",16.72326272,24.12828958,182.2597828,375.8116926,1.042320373,6.13262e-05,0.64188605,0.33100762,0.09175509,0.064203137,-0.515144398,0.669050907059497
"AT3G61980","AtKPI-1",1,"TRUE","Non DTG",4.154055101,3.072466046,26.12344818,35.59251028,0.275408649,0.898510595,-0.205689017,0.977375972,0.159016339,0.086323387,-0.881351634,-0.056648534286108
"AT3G62120","AtProRS-Cyt",1,"TRUE","Non DTG",11.27197125,11.99072377,26.826459,29.13399126,0.376096952,0.151934851,-0.033097458,0.993235243,0.420181107,0.411571613,-0.029867816,-0.012447853072748
"AT3G62150","ABCB21",1,"TRUE","Non DTG",11.16139233,14.33408953,14.79098956,21.56119151,0.606681211,0.000175287,0.393451768,0.425240374,0.754607546,0.664809713,-0.182785067,0.238699795080331
"AT3G62240","SRH1",1,"TRUE","Non DTG",2.521268609,3.053581656,7.17987224,7.800390364,0.295003741,0.817596302,0.425452425,0.895361484,0.351157865,0.391465236,0.156764446,0.125510056992522
"AT3G62260","PP2C49",1,"FALSE","Forwarded",9.093007343,15.62527461,8.809398771,20.42282881,1.013318871,0.032984295,1.118432544,0.009073258,1.032193862,0.765088654,-0.432015123,1.13332880277574
"AT3G62690","ATL5",1,"TRUE","Non DTG",1.975321409,3.550631351,9.024310017,5.726903864,-0.696781315,0.669949301,0.943032737,0.639882768,0.218888913,0.619991436,1.502049406,-0.657087590574909
"AT3G62700","ABCC14",1,"TRUE","Non DTG",6.700424541,5.873755457,5.918891953,4.522169332,-0.311214207,0.512275615,-0.178804285,0.922062997,1.132040354,1.298880034,0.198342801,0.055646433764477
"AT3G62910","APG3",1,"TRUE","Non DTG",4.243116507,5.080461122,12.30987335,16.80692147,0.517554789,0.201969546,0.264372905,0.957161107,0.344692133,0.302283861,-0.189404416,0.136827463064592
"AT3G63080","ATGPX5",1,"FALSE","Non DTG",6.364856523,1.790446498,19.63440313,35.32726784,0.568077072,0.303626443,-0.458504096,0.922062997,0.324168577,0.050681714,-2.67720702,-0.260465664355687
