"GeneID","genename","AUG_Hairpin","Rmotif","TranslationCat","Ribo_Mock_RPKM_AVG","Ribo_IC_RPKM_AVG","RNA_Mock_RPKM_AVG","RNA_IC_RPKM_AVG","RNAlog2fc","RNA_adjp","Ribolog2fc","Ribo_adjp","TE_Mock","TE_IC","log2_TEfc","Direction"
"AT2G03120","ATSPP",1,"TRUE","Non DTG",4.916205962,2.401647205,9.254315706,12.70609141,0.665535851,0.119310083,-0.678784076,0.777907309,0.531233872,0.18901542,-1.490843201,-0.451755137665909
"AT2G03240",NA,1,"TRUE","Non DTG",8.446034827,8.924348999,15.85164302,13.01124159,-0.180427037,0.822774047,-0.010539399,0.996883172,0.532817628,0.685895265,0.364346483,0.00190159253333076
"AT2G03510",NA,1,"TRUE","Non DTG",4.079204777,3.215100192,15.07878866,6.920597537,-0.856367646,0.098703118,-0.09100166,0.988742131,0.270526026,0.464569739,0.780127787,0.0779308773562924
"AT2G03690",NA,1,"FALSE","Non DTG",3.110923268,3.857548389,12.96907475,8.219468761,-0.346689532,0.783069917,0.330699963,0.953813161,0.239872414,0.469318456,0.968299942,-0.114650215404887
"AT2G03760","AtSOT1",1,"TRUE","Non DTG",1.5737439,3.067451026,8.035451577,13.76456482,0.740167989,0.173141294,0.863326587,0.715799379,0.195850088,0.22285129,0.186331534,0.639006703750024
"AT2G04030","AtHsp90.5",1,"TRUE","Non DTG",6.839758675,6.669950604,14.77729553,8.080958418,-0.453153254,0.841484661,-0.103406598,0.97690286,0.462855917,0.825391032,0.834514597,0.0468590363687699
"AT2G04305",NA,1,"TRUE","Non DTG",2.855195619,5.047415321,10.95481198,15.49807534,0.483410272,0.358572331,0.390640336,0.906973926,0.260633923,0.325680138,0.32143087,0.188839551079931
"AT2G04350","LACS8",1,"TRUE","Non DTG",7.191182878,5.865965281,9.776411569,8.362568056,-0.052624781,0.980484224,-0.175637407,0.957770699,0.735564663,0.701455013,-0.068501592,0.00924288007878287
"AT2G04390","dS17",1,"TRUE","Non DTG",4.75589779,3.103697271,19.95704325,6.55818784,-0.611653696,0.281997289,-0.814228316,0.640807688,0.238306734,0.473255318,0.989799001,0.498025758869256
"AT2G04400","IGPS",1,"TRUE","Non DTG",3.671906313,7.194525995,9.949451722,16.998166,0.798809012,0.199485169,0.951631413,0.383163772,0.369056147,0.423253073,0.197680224,0.760171748806694
"AT2G04865","MAIL2",1,"TRUE","Non DTG",1.638318657,1.919383919,2.984907888,1.43634985,-0.899862918,0.301472015,-0.05887123,0.992589008,0.548867408,1.33629277,1.283706544,0.0529760368140491
"AT2G05220",NA,1,"TRUE","Non DTG",6.905551082,1.812419989,23.15129587,49.17189931,0.259511546,0.632911756,-0.727320851,0.525653921,0.298279246,0.036858857,-3.016580375,-0.188748158481046
"AT2G05310",NA,1,"TRUE","Non DTG",24.06736051,19.29664031,87.38659349,66.39232136,-0.183807191,0.889011975,-0.045819459,0.992200253,0.275412504,0.290645664,0.077667325,0.00842194605192967
"AT2G05520","ATGRP-3",1,"TRUE","Non DTG",144.9077043,133.4093123,459.4177908,347.1904342,-0.213279222,0.403515188,0.024298602,0.989720825,0.315415962,0.384253998,0.2848046,-0.00518238693024764
"AT2G05710","ACO3",1,"TRUE","Non DTG",14.41795215,13.25510682,22.61870603,19.5979118,-0.110952518,0.840319859,-0.149719124,0.922062997,0.637434879,0.676353019,0.085498488,0.0166117138005542
"AT2G05830","MTI1",1,"TRUE","Non DTG",4.190147815,2.55584514,15.5204853,15.10418022,-0.044669193,0.981093497,-0.460518882,0.901612329,0.269975309,0.169214423,-0.673974928,0.0205710068202022
"AT2G06530","VPS2.1",1,"TRUE","Non DTG",8.319507003,14.10768526,52.18431795,59.59023737,0.312602226,0.629198102,0.834934029,0.300308825,0.159425424,0.236744908,0.570451679,0.261002236028549
"AT2G06990","HEN2",1,"TRUE","Non DTG",2.472049446,2.564566701,3.308223088,2.07195154,-0.494497476,0.661362023,0.230902378,0.948642345,0.747243877,1.23775419,0.728073758,-0.114180643123398
"AT2G07050","CAS1",1,"TRUE","Non DTG",11.40224985,9.80552131,17.4768353,11.68444598,-0.346944217,0.284940685,-0.157703377,0.939821128,0.652420742,0.839194372,0.363202354,0.0547142746515208
"AT2G12400",NA,1,"FALSE","Non DTG",3.877954217,3.846167846,7.124034503,8.385596991,0.414892397,0.793213278,0.090024552,0.987703677,0.54434804,0.458663569,-0.247093041,0.0373505021681311
"AT2G13540","ABH1",1,"FALSE","Non DTG",2.730904078,3.555865364,4.94169829,4.236564547,-0.116821123,0.94255556,0.310129809,0.932868832,0.552624608,0.839327555,0.602934141,-0.0362297125631555
"AT2G13560","NAD-ME1",1,"FALSE","Non DTG",10.38561572,11.55720517,29.01204063,27.30220607,-0.06855241,0.95901455,0.261828806,0.904040569,0.35797605,0.423306642,0.241840055,-0.0179489956587225
"AT2G13790","ATSERK4",1,"TRUE","Non DTG",4.715062994,7.088479206,20.28506589,31.45149536,0.925144016,4.25968e-05,0.750069057,0.149674068,0.232440112,0.22537813,-0.04451153,0.693921899670313
"AT2G14080",NA,1,"TRUE","Non DTG",7.071724884,10.43278231,7.61109146,7.320160391,0.278608046,0.464545861,0.598121787,0.17729888,0.929134135,1.425212257,0.617218003,0.166641542346098
"AT2G14750","AKN1",1,"TRUE","Non DTG",4.385845361,3.850177185,16.64866893,25.57635568,0.369393876,0.842187804,0.330161795,0.935505558,0.263435196,0.150536583,-0.80733398,0.121959745162167
"AT2G15890","CBP1",1,"TRUE","Non DTG",6.527604986,8.746950105,32.26176999,26.00134771,0.084460255,0.926577148,0.361561578,0.927733977,0.202332513,0.33640372,0.733465497,0.0305375830760824
"AT2G16280","KCS9",1,"TRUE","Buffered_S",10.3009209,10.8880184,22.74486681,9.617058245,-0.962053245,0.00080027,0.083670644,0.982876393,0.45288992,1.132156853,1.321841514,-0.0804956145714398
"AT2G16510","VHA-c5",1,"TRUE","Non DTG",8.236330838,5.173254946,31.82123121,31.18299509,-0.1389593,0.90200603,-0.115167759,0.985124941,0.258831306,0.165899874,-0.641699337,0.0160036311732087
"AT2G17190","DSK2a",1,"TRUE","Non DTG",6.267819323,4.396888392,9.307246425,10.32910863,0.402916238,0.548344531,-0.314202508,0.906326092,0.673434337,0.425679364,-0.661770129,-0.126597292493525
"AT2G17340",NA,1,"TRUE","Non DTG",5.639290102,3.920989087,16.53909837,10.94738384,-0.079658671,0.956311975,0.12231755,0.982744851,0.340967202,0.358166768,0.070998511,-0.00974365347297605
"AT2G17380","AP19",1,"TRUE","Non DTG",13.13949769,3.092294796,14.60948936,5.119541297,-1.34016332,0.084581727,-1.358928261,0.230339702,0.899381037,0.604017942,-0.574341063,1.82118580990359
"AT2G17480","ATMLO8",1,"FALSE","Non DTG",8.817387484,9.394106063,21.92093345,31.34797573,0.59798007,0.000543526,0.040366727,0.989950827,0.40223595,0.299671856,-0.424658431,0.0241384982371309
"AT2G17520","ATIRE1-2",1,"TRUE","Non DTG",5.36193582,5.07342647,9.554357243,8.013802628,-0.1621713,0.87326185,-0.055275892,0.989001094,0.561203196,0.633086027,0.17387833,0.0089641632642996
"AT2G17695",NA,1,"TRUE","Non DTG",8.014733828,4.57656671,27.45832673,15.72626192,-0.621513068,0.375087672,-0.529931633,0.892753191,0.29188719,0.291014275,-0.004320974,0.32935943505608
"AT2G17720","P4H5",1,"FALSE","Non DTG",4.698663665,6.679757445,12.49985041,11.33616365,0.079552329,0.971224214,0.807875145,0.563750746,0.375897592,0.589243209,0.648523554,0.0642683493259627
"AT2G17760",NA,1,"TRUE","Non DTG",3.13347084,5.091721835,6.282465449,4.831063402,-0.184277321,0.932731802,0.598817865,0.767944319,0.498764516,1.05395467,1.079382083,-0.11034855192914
"AT2G17790","VPS35A",1,"TRUE","Non DTG",2.423828788,1.546159922,3.759287165,3.657703646,0.025783304,0.993614173,-0.398451163,0.916442123,0.644757552,0.422713285,-0.609077313,-0.0102733874647826
"AT2G17820","AHK1",1,"TRUE","Buffered_S",3.803566098,3.455586329,4.738428644,9.276787715,0.977865773,0.002568639,-0.101364935,0.982876393,0.80270621,0.372498157,-1.10763877,-0.0991213005188698
"AT2G18110",NA,1,"TRUE","Non DTG",5.187901035,3.542774165,18.56202613,16.89755418,-0.108406789,0.929888526,-0.471840202,0.901612329,0.279490019,0.20966195,-0.4147317,0.0511506812199314
"AT2G18328","ATRL4",1,"TRUE","Non DTG",9.336023071,5.708392886,74.53040986,63.32923686,-0.207052232,0.799661869,-0.449157575,0.922491402,0.125264615,0.09013835,-0.474765994,0.0929990784234574
"AT2G18690",NA,1,"TRUE","Intensified",9.459347108,62.51848394,41.08382489,139.5928898,1.741739813,6.56105e-40,2.379288441,3.91084e-32,0.230245045,0.447862954,0.959887226,4.1441014043004
"AT2G18710","SCY1",1,"FALSE","Non DTG",11.79078145,9.092629254,30.32919991,24.52351034,-0.272656228,0.511304724,-0.308563555,0.86876,0.388760056,0.37077193,-0.068347968,0.0841317750045705
"AT2G18960","AHA1",1,"TRUE","Non DTG",25.66517072,25.34041399,52.92896343,50.52778147,-0.068207443,0.906742238,0.199674644,0.724476649,0.48489842,0.501514479,0.0486088,-0.0136192968991753
"AT2G19520","ACG1",1,"FALSE","Non DTG",4.88269435,3.592114052,7.83118654,5.714706975,-0.360300803,0.770024838,-0.36198172,0.915554809,0.623493557,0.62857362,0.011707075,0.130422304387321
"AT2G19760","PFN1",1,"FALSE","Non DTG",13.07207645,16.91391604,83.51498737,104.9183918,0.17628036,0.649629484,0.493781031,0.840756151,0.156523719,0.161210211,0.042561825,0.0870438979058512
"AT2G19790","AP4S",1,"FALSE","Non DTG",5.112627269,6.559426489,43.40679827,29.48448707,-0.702074923,0.210653232,0.413825631,0.936826375,0.117784022,0.222470429,0.917469745,-0.290536598019751
"AT2G19800","MIOX2",1,"TRUE","Non DTG",35.85449573,24.4964661,89.03859474,74.27676304,-0.230319073,0.328143734,-0.491537748,0.389344416,0.402684879,0.329799861,-0.288060509,0.113210518463868
"AT2G20140","RPT2b",1,"TRUE","Non DTG",2.345783788,2.921290552,10.1235865,14.85145616,0.725340386,0.212635585,0.220852163,0.970346925,0.231714698,0.196700614,-0.236348094,0.160192993159355
"AT2G20190","ATCLASP",1,"TRUE","Non DTG",5.801684865,5.839959443,8.765839331,6.095850215,-0.467959405,0.109155449,0.056778477,0.987703677,0.661851609,0.958022136,0.533551199,-0.0265700223137262
"AT2G20420",NA,1,"TRUE","Non DTG",9.033659242,9.455836723,26.01186795,20.61968902,-0.243658796,0.825896587,0.183969959,0.953728363,0.347289909,0.458582897,0.401042059,-0.0448258987101094
"AT2G20570","ATGLK1",1,"TRUE","Non DTG",9.908264992,7.135917273,52.43333256,43.52098145,-0.244669953,0.478390902,-0.103385506,0.982744851,0.18896882,0.16396499,-0.204760411,0.0252953268939012
"AT2G20580","ATRPN1A",1,"TRUE","Non DTG",8.58272973,8.080917692,12.58165106,13.58365699,0.317258318,0.410661175,-0.103417593,0.971959027,0.682162435,0.594900011,-0.197468108,-0.0328100916067886
"AT2G20740",NA,1,"TRUE","Non DTG",2.166651018,4.296026128,8.194100107,5.429899953,-0.048591427,0.984023488,0.808778585,0.708342423,0.264415981,0.79117961,1.581195872,-0.0392997055721908
"AT2G21120","AVI2",1,"TRUE","Forwarded",12.98870233,25.41852846,34.99414975,76.163867,1.188402719,5.35195e-16,1.128933,4.10277e-05,0.371167821,0.333734741,-0.153369764,1.34162704676883
"AT2G21190",NA,1,"FALSE","Non DTG",4.499878826,3.795661875,16.01478065,11.1072702,-0.463415046,0.638445784,0.030827611,0.996883172,0.280982857,0.341727698,0.282365072,-0.0142859787696351
"AT2G21270","UFD1",1,"TRUE","Non DTG",4.109473976,5.205643135,16.33427747,8.199989618,-1.020935361,0.091457626,0.522533553,0.841911044,0.251585905,0.634835332,1.335331328,-0.533472981566668
"AT2G21390",NA,1,"TRUE","Non DTG",11.66563717,10.2548974,17.32188948,14.71537112,-0.240875133,0.386908248,-0.171931309,0.901612329,0.673462164,0.696883369,0.049320331,0.0414139769222391
"AT2G21410","VHA-A2",1,"TRUE","Non DTG",3.853215592,3.70239507,7.793266688,8.334279432,0.095296364,0.93547689,0.04744915,0.991579971,0.494428812,0.444236973,-0.154433345,0.0045217314698906
"AT2G21790","ATRNR1",1,"TRUE","Non DTG",2.5201261,2.139675453,3.229715295,2.371506606,-0.246658107,0.905985046,-0.22453917,0.961585417,0.780293577,0.902243092,0.209499168,0.0553844066195512
"AT2G21970","SEP2",1,"TRUE","Non DTG",14.7791921,10.34620469,59.03609525,50.27684379,-0.089980194,0.885360313,-0.241584951,0.950627084,0.250341626,0.20578469,-0.28276255,0.0217378607584605
"AT2G22125","CSI1",1,"TRUE","Non DTG",15.88210282,14.59606854,20.54587089,14.07439829,-0.448860901,0.000241617,-0.123620255,0.906973926,0.773007039,1.03706519,0.423953128,0.0554882990411498
"AT2G22425",NA,1,"TRUE","Non DTG",4.352175261,6.900820294,35.36182057,38.34173378,0.430850141,0.498271124,0.374226652,0.944643059,0.123075543,0.179981957,0.548308186,0.161235605780158
"AT2G22470","AGP2",1,"FALSE","Intensified",2.907214236,11.28653466,16.31310417,153.0216356,3.13643048,1.12738e-25,1.89934741,0.016485907,0.178213429,0.07375777,-1.272739106,5.95717110883306
"AT2G22540","AGL22",1,"TRUE","Non DTG",3.387306911,4.762729803,19.62678217,9.390581056,-0.925305975,0.099970439,0.769700909,0.672048016,0.172585953,0.507181587,1.555187321,-0.712208850060631
"AT2G22670","IAA8",1,"TRUE","Non DTG",13.7250614,11.15646595,55.22782468,58.99689692,-0.006736546,0.994562397,0.162544351,0.951998049,0.248517147,0.189102589,-0.39417628,-0.00109498749755165
"AT2G22780","PMDH1",1,"TRUE","Non DTG",8.157576738,3.422408459,15.74334103,7.987558289,-0.61748984,0.264111053,-0.627052254,0.708015674,0.518160454,0.428467416,-0.274213419,0.387198395994099
"AT2G22910","NAGS1",1,"TRUE","Non DTG",1.914309404,2.23236525,5.821664328,4.966312233,-0.340123089,0.799661869,-0.019473083,0.996883172,0.328825108,0.449501591,0.451005758,0.00662324514231339
"AT2G23200",NA,1,"TRUE","Non DTG",4.305222993,8.393554315,8.961982342,16.80078643,1.015779637,0.026124598,0.931401732,0.10355847,0.480387355,0.499592942,0.056554919,0.946098913232131
"AT2G23810","TET8",1,"TRUE","Forwarded",36.21423428,103.5325458,141.3900971,349.6240089,1.399469495,5.1977e-66,1.690865124,1.06645e-15,0.25612992,0.29612539,0.209332399,2.36631416119739
"AT2G24020","STIC2",1,"TRUE","Non DTG",13.94257616,10.51813911,42.87263645,49.34859684,0.086422688,0.952226388,-0.079690541,0.987703677,0.325209208,0.213139578,-0.609569594,-0.00688707076139421
"AT2G24100","ASG1",1,"TRUE","Non DTG",4.20606853,2.931536008,10.49682354,8.630442918,0.044098351,0.984409336,-0.312379189,0.936826375,0.400699175,0.339673877,-0.238369268,-0.0137754071216173
"AT2G24270","ALDH11A3",1,"TRUE","Non DTG",17.83917125,17.37048185,64.20496202,44.37360747,-0.40847223,0.328143734,0.121410198,0.957926244,0.277847236,0.391459763,0.494572134,-0.0495926943218015
"AT2G24500","FZF",1,"TRUE","Non DTG",2.605527504,3.2522035,4.657547169,6.250336673,0.202839565,0.899842574,0.213881038,0.970346925,0.55942053,0.520324531,-0.104521472,0.0433835367096685
"AT2G24550",NA,1,"TRUE","Non DTG",11.30489221,17.5321651,30.67468367,48.0460517,0.975005863,0.003938321,0.658359611,0.476303021,0.368541444,0.364903347,-0.01431248,0.641904480687399
"AT2G25735",NA,1,"FALSE","Forwarded",19.81203941,64.70901101,150.3695075,508.5451445,1.852594343,8.45476e-25,1.983251651,1.21486e-09,0.131755698,0.127243396,-0.050274577,3.67416078938801
"AT2G25970",NA,1,"TRUE","Non DTG",9.216691926,7.023250781,26.33690999,15.86509812,-0.64038084,0.07660311,-0.375327985,0.836101519,0.349953428,0.442685619,0.339119567,0.240352850309807
"AT2G26080","AtGLDP2",1,"TRUE","Exclusive",131.2891033,96.78135092,219.2714883,180.6577946,-0.231164709,0.165549232,-0.378741735,0.005211033,0.598751367,0.535716442,-0.160487469,0.0875517229574301
"AT2G26250","FDH",1,"TRUE","Non DTG",24.56984133,17.03095791,63.40785268,51.10405327,-0.215881417,0.299212916,-0.452867372,0.542082404,0.387488935,0.333260413,-0.21750516,0.0977656499804261
"AT2G26300","ATGPA1",1,"FALSE","Buffered_S",3.453674623,4.706588833,2.64188926,5.42123413,1.480332755,0.005592477,0.223249018,0.963798813,1.307274561,0.86817664,-0.590501666,0.330482833866985
"AT2G26500",NA,1,"TRUE","Non DTG",175.5950084,151.0764615,1282.183596,1126.838351,-0.046395297,0.809040792,-0.052870247,0.970346925,0.136949973,0.134071104,-0.030650651,0.00245293081202836
"AT2G26560","PLA",1,"TRUE","Intensified",13.21051777,72.5293725,30.68709673,269.8177927,3.127680274,2.32871e-62,2.572503657,1.71485e-41,0.430490961,0.268808709,-0.679403067,8.04596894279176
"AT2G26670","ATHO1",1,"TRUE","Non DTG",9.35991325,9.67036298,27.6221329,23.56522146,-0.472315202,0.514163036,0.495057609,0.694972648,0.338855558,0.410365886,0.27624037,-0.233823234596472
"AT2G26890","GRV2",1,"TRUE","Non DTG",7.436612038,7.347863499,8.451201329,7.406635923,-0.090835672,0.913110075,0.020967155,0.992589008,0.879947329,0.992064896,0.173017327,-0.00190456561435316
"AT2G26900","BASS2",1,"TRUE","Non DTG",16.23310182,12.29730906,28.21541962,24.82675083,0.061518591,0.93892297,-0.185677226,0.943207839,0.575327322,0.495324948,-0.2160077,-0.0114226013243086
"AT2G26910","ABCG32",1,"TRUE","Non DTG",7.961506511,7.437427032,12.01068838,9.975966322,-0.047645153,0.967018989,-0.082329485,0.97421589,0.66286846,0.745534497,0.169552499,0.0039226009092362
"AT2G26990","ATCSN2",1,"FALSE","Non DTG",4.466493837,3.742600939,6.116316962,2.960737747,-0.386555773,0.745765156,-0.21583015,0.964026953,0.730258727,1.264077152,0.791604921,0.0834303904699559
"AT2G27080","NHL13",1,"TRUE","Non DTG",27.2796643,37.49951133,87.9644321,104.9666154,0.489670207,0.029856195,0.72997452,0.055368111,0.31012153,0.357251791,0.204107554,0.357446774313126
"AT2G27450","ATNLP1",1,"FALSE","Buffered_S",5.234066303,4.690280226,12.96910422,27.44772069,1.32853019,8.02606e-06,0.236817749,0.96219347,0.403579632,0.1708805,-1.239865593,0.314619529074342
"AT2G27510","ATFD3",1,"TRUE","Non DTG",4.581449095,2.019219862,10.69934559,4.938167181,-0.40832869,0.845795752,-0.758528334,0.819071747,0.428199001,0.408900669,-0.066531009,0.309728880950102
"AT2G27580","SAP3",1,"FALSE","Non DTG",3.693327569,4.39984944,33.66660746,42.3872973,0.053282482,0.981964984,0.528705856,0.890513824,0.109702992,0.103801132,-0.079780698,0.0281707602556146
"AT2G27600","ATSKD1",1,"TRUE","Non DTG",13.55464683,9.285940013,25.58342299,16.64131575,-0.531799609,0.139831299,-0.545447108,0.570729337,0.529821472,0.558005157,0.074772143,0.290068558764581
"AT2G28320",NA,1,"FALSE","Non DTG",1.866781036,2.331808627,3.591464323,4.844640438,0.470526124,0.447418887,0.393337643,0.906973926,0.519782704,0.48131717,-0.110920737,0.185075636584086
"AT2G28370","CASPL5A2",1,"FALSE","Non DTG",3.150066943,1.781793295,19.52309599,18.6068184,-0.120400239,0.923166959,-0.259994653,0.970346925,0.161350789,0.095760235,-0.752702041,0.0313034183599221
"AT2G28520","VHA-A1",1,"FALSE","Non DTG",3.866551881,1.994314006,4.655011108,4.727225978,0.171536264,0.885258789,-0.789926394,0.555816168,0.830621408,0.421878289,-0.977364212,-0.135501022461752
"AT2G28900","ATOEP16-1",1,"FALSE","Non DTG",9.383493292,5.605298511,71.90573032,49.47662757,-0.558677154,0.347313977,-0.119743105,0.987703677,0.130497156,0.113291847,-0.203974324,0.0668977371125232
"AT2G28950","ATEXP6",1,"TRUE","Non DTG",11.373627,8.87946407,49.62282649,28.52901336,-0.472829073,0.416658406,0.207290024,0.96168669,0.229201515,0.311243293,0.441426171,-0.0980127498900677
"AT2G29080","AtFTSH3",1,"TRUE","Non DTG",8.597626266,8.281584055,13.28497939,11.54917961,-0.24892486,0.836414236,-0.109311805,0.970346925,0.647168958,0.717071198,0.147973962,0.0272104257559723
"AT2G29450","AT103-1A",1,"FALSE","Non DTG",25.47910954,21.80217951,100.0884754,62.73689518,-0.432331426,0.396867764,-0.261569927,0.906973926,0.254565867,0.347517668,0.449047335,0.113084899538626
"AT2G29550","TBB7",1,"TRUE","Non DTG",7.685628897,6.402788199,23.427762,20.34571522,-0.196729823,0.761143793,-0.300449477,0.906973926,0.32805647,0.314699588,-0.059968883,0.0591073724306526
"AT2G29700","ATPH1",1,"TRUE","Non DTG",5.523609258,4.516761939,33.95852103,12.23528843,-0.929574575,0.326480361,-0.05435752,0.993235243,0.162657533,0.369158599,1.182403126,0.050529368552054
"AT2G30020","AP2C1",1,"TRUE","Forwarded",7.658061931,22.48589012,15.778707,47.14717544,1.877774699,8.60271e-13,1.638435765,3.12178e-06,0.485341539,0.47692974,-0.025223593,3.07661322545371
"AT2G30270",NA,1,"TRUE","Non DTG",2.135020874,3.695984182,8.341242611,7.013006929,-0.18113257,0.933683952,0.646544306,0.868587363,0.25595957,0.52701847,1.041937574,-0.117110231764646
"AT2G30490","ATC4H",1,"TRUE","Non DTG",16.87737906,16.71142035,46.81557921,48.67743968,0.265552555,0.614327412,-0.069424843,0.982744851,0.360507749,0.343309353,-0.070521104,-0.0184359444391239
"AT2G30500","NET4B",1,"TRUE","Buffered_S",10.23217205,7.306984154,12.59123701,5.523042299,-1.012028762,0.005814969,-0.407250844,0.817175896,0.812642319,1.322999854,0.703120501,0.412149567476775
"AT2G30620","H1.2",1,"TRUE","Non DTG",9.065070494,7.007546737,64.88974236,62.16006227,-0.061993828,0.968249298,0.27986245,0.915554809,0.139699591,0.112733908,-0.309406289,-0.0173497445889586
"AT2G30870","ATGSTF10",1,"FALSE","Forwarded",28.15161291,55.78473045,161.2607201,256.0642047,0.700997465,2.853e-11,1.088020542,0.000160379,0.17457204,0.217854465,0.319542173,0.762699641809926
"AT2G31200","ADF6",1,"TRUE","Non DTG",6.47024455,8.725018547,42.74070283,48.89367595,0.085450649,0.923851866,0.166824328,0.97421589,0.151383672,0.178448815,0.237300714,0.0142552470965889
"AT2G31260","APG9",1,"TRUE","Non DTG",2.413436832,1.414857642,1.506351468,2.105252279,0.436715979,0.777722269,-0.6209805,0.821705988,1.602173784,0.672060853,-1.253366867,-0.27119210699741
"AT2G31380","BBX25",1,"FALSE","Non DTG",12.84484026,11.81334849,52.02365472,45.26252364,-0.038041513,0.972086095,-0.327861227,0.891862226,0.246903843,0.26099624,0.080079734,0.0124723371291165
"AT2G31570","ATGPX2",1,"TRUE","Non DTG",16.44433042,15.27487314,71.62519502,58.08986417,-0.094874033,0.91260038,0.023784355,0.996883172,0.22958863,0.262952468,0.195750838,-0.00225651768115372
"AT2G31660","EMA1",1,"TRUE","Non DTG",3.366371507,1.949196389,2.493831446,5.065710275,0.788060599,0.170886919,-0.91805032,0.309103196,1.349879324,0.384782446,-1.810715551,-0.723479285091342
"AT2G31820",NA,1,"TRUE","Non DTG",6.22706065,6.651098652,7.98383444,7.038317014,-0.123831828,0.945896426,0.046244949,0.991863328,0.77995864,0.94498424,0.276892647,-0.00572659657043677
"AT2G32240","PICC",1,"TRUE","Forwarded",20.10868819,41.60232887,26.65166727,67.43364617,1.300054576,2.13739e-19,1.078656934,2.71501e-12,0.754500196,0.616937259,-0.290397497,1.40231288298083
"AT2G32260","ATCCT1",1,"FALSE","Non DTG",2.959659042,2.162835562,5.621883874,7.699213947,0.403884019,0.664978773,0.024969627,0.996883172,0.526453251,0.280916413,-0.906164509,0.0100848333056909
"AT2G32580","ELMO1",1,"TRUE","Non DTG",7.158207287,5.396445796,23.58339418,20.30681956,-0.102384813,0.93367824,-0.041465921,0.993254435,0.303527441,0.265745494,-0.191781723,0.00424548056745777
"AT2G32720","ATCB5-B",1,"TRUE","Non DTG",4.405061431,3.183853097,6.867032307,4.346445534,0.33416813,0.84529121,0.213256187,0.97421589,0.641479643,0.732518807,0.191462318,0.0712634212207203
"AT2G33040","ATP3",1,"TRUE","Non DTG",30.55229524,30.15999659,91.51933536,100.2280715,0.182882325,0.618487215,0.098925958,0.969732935,0.333834322,0.300913667,-0.149782651,0.0180918092018924
"AT2G33150","KAT2",1,"TRUE","Non DTG",13.20510014,10.33060638,27.51709662,33.0370698,0.197117328,0.640060159,-0.224771079,0.920224397,0.479887116,0.312697417,-0.61792778,-0.0443062745041569
"AT2G33180",NA,1,"TRUE","Non DTG",6.209641899,5.075333723,26.07891287,34.76216257,0.350500664,0.568852595,-0.182955883,0.977375972,0.238109691,0.146001668,-0.70564149,-0.0641261584742063
"AT2G33370",NA,1,"TRUE","Non DTG",15.70549578,10.69019125,55.72677199,56.66098774,-0.114719977,0.871619701,-0.348428507,0.918280996,0.281830352,0.188669342,-0.578966988,0.0399717103091843
"AT2G33470","ATGLTP1",1,"FALSE","Non DTG",3.11863867,2.539943835,15.60278689,16.38545735,-0.052117762,0.987368033,-0.348346141,0.940145924,0.199877028,0.155012081,-0.366732017,0.0181550212702564
"AT2G33590","AtCRL1",1,"FALSE","Non DTG",4.406877351,5.943603157,7.747033464,8.755144898,0.372081514,0.770110016,0.362521037,0.919796702,0.568847078,0.678869765,0.255093964,0.13488737630381
"AT2G33700","PP2CG1",1,"FALSE","Non DTG",2.546815789,3.021861917,5.564251467,6.587284506,0.289484664,0.870170446,0.22002711,0.964026953,0.457710404,0.458741673,0.003246885,0.063694474009241
"AT2G33830","AtDRM2",1,"FALSE","Non DTG",8.757247449,6.966137816,84.4646246,107.7329683,0.247332796,0.58595014,0.293274282,0.943661442,0.103679469,0.064661152,-0.681159127,0.0725363481619525
"AT2G34250",NA,1,"TRUE","Forwarded",51.86332272,76.89530065,107.7161549,188.9817455,0.915312524,1.33837e-11,0.579140991,0.001655819,0.481481378,0.406892742,-0.242831454,0.530095002224071
"AT2G34357",NA,1,"TRUE","Non DTG",2.988117976,2.369779695,3.172298495,2.121887534,-0.3133051,0.793120623,-0.287561706,0.922062997,0.941940987,1.116826249,0.245696173,0.0900945490545006
"AT2G34590",NA,1,"TRUE","Non DTG",10.99613475,6.659562399,38.94853632,31.74013118,-0.251329394,0.669549108,-0.403398597,0.812314135,0.282324724,0.209815213,-0.428236184,0.10138592492446
"AT2G34640","HMR",1,"FALSE","Non DTG",2.087930904,2.488251318,4.399827953,4.494252464,0.307046821,0.862348251,0.233811401,0.966592012,0.474548307,0.553651878,0.222424179,0.0717910473906062
"AT2G34680","AIR9",1,"TRUE","Non DTG",2.796356736,4.544205069,5.136706037,4.064540288,-0.097254271,0.938845856,0.750250487,0.389693795,0.544387145,1.118012062,1.038230847,-0.07296506418058
"AT2G34690","ACD11",1,"FALSE","Non DTG",4.953454419,2.754003104,15.30347115,16.51538648,0.258215795,0.921603476,-0.757259627,0.764063421,0.323681756,0.166753779,-0.956856599,-0.195536396607209
"AT2G34750",NA,1,"TRUE","Non DTG",5.032481908,6.384552494,17.1820812,16.05481736,-0.01677418,0.989983064,0.347619717,0.906973926,0.292891289,0.397672073,0.441213964,-0.00583103570450706
"AT2G35390",NA,1,"FALSE","Non DTG",8.127581629,6.668608128,15.93776724,17.60728499,0.359211622,0.408466033,0.025644584,0.993889967,0.509957355,0.378741421,-0.4291634,0.00921183261415525
"AT2G35410",NA,1,"TRUE","Non DTG",14.54726107,13.21562434,42.22421746,38.80657905,-0.168885281,0.844765822,-0.128934706,0.970346925,0.344524113,0.34055113,-0.016733542,0.0217751740534624
