geneID,Ribo_Mock_RPKM_AVG,Ribo_IC_RPKM_AVG,RNA_Mock_RPKM_AVG,RNA_IC_RPKM_AVG,RNAlog2fc,RNA_adjp,Ribolog2fc,Ribo_adjp,TE_Mock,TE_IC,log2_TEfc
AT1G48440,15.08315121,5.186536685,61.7806129,54.10708557,-0.037071305,0.983105828,-0.579478523,0.786434957,0.244140524,0.095856885,-1.348757818
AT1G48450,12.7950235,7.491434916,41.35447101,31.39342887,-0.288970627,0.574307439,-0.499727915,0.747006029,0.309398795,0.238630668,-0.37468811
AT1G48490,1.638327119,1.590130432,3.374343092,2.045993995,-0.167491071,0.874111818,-0.00201885,0.999363834,0.48552476,0.777192131,0.678726425
AT1G48520,6.265758597,5.437989302,12.76075159,12.37035431,0.044242833,0.970570188,-0.038594796,0.992589008,0.49101799,0.439598508,-0.159589393
AT1G48600,8.286841862,7.541967651,25.95967665,20.86386564,-0.257877957,0.551440004,-0.18634097,0.95584419,0.319219764,0.361484673,0.179384501
AT1G48620,1.978557021,2.264174329,6.317686836,11.14892576,0.778018509,0.142658776,-0.013066295,0.997778221,0.313177445,0.203084528,-0.624899979
AT1G48630,7.982404888,3.688419053,26.00537492,22.65667214,-0.109905956,0.920287067,-0.736974423,0.591485252,0.306952117,0.162796152,-0.914947017
AT1G48650,6.776485115,4.471053672,10.77628877,9.178871462,-0.191475949,0.738365496,-0.507836794,0.54072427,0.628832918,0.487102765,-0.368450568
AT1G48790,4.207817252,3.733320128,8.858240934,8.727521854,0.114647494,0.917484094,-0.055557472,0.991579971,0.47501725,0.427764054,-0.151164652
AT1G48830,6.163925513,6.505849513,57.59888208,38.24432728,-0.450594515,0.691968768,-0.009059779,0.997851096,0.107014673,0.170112798,0.668683064
AT1G48850,6.704255731,5.982405838,25.31881994,15.48720845,-0.431725603,0.237264208,0.000362815,0.999997657,0.264793373,0.386280449,0.544781644
AT1G48860,1.692448394,3.073280249,6.776530377,7.086316443,0.070476565,0.962879356,0.910677595,0.583853338,0.249751466,0.433692211,0.79617839
AT1G48900,3.560670653,3.042419486,5.903391761,2.462043077,-0.354927277,0.718750127,0.116181571,0.98470705,0.603156761,1.235729592,1.034758166
AT1G48920,10.49042756,9.104468729,38.91630015,32.37648043,-0.207700376,0.582220994,-0.322881819,0.86329877,0.269563846,0.281206252,0.061001656
AT1G48970,1.411767211,2.476749357,3.742009496,2.955691091,-0.344081998,0.866039986,0.623783217,0.843257351,0.377275155,0.837959476,1.151263381
AT1G49040,2.828315759,2.652625823,5.35590137,5.797102283,0.266646407,0.822774047,-0.180174709,0.963685245,0.528074653,0.457577889,-0.206724557
AT1G49050,7.596629462,5.621329275,10.15727409,16.38362805,0.730287234,0.084465564,-0.330425232,0.908309853,0.74790041,0.3431065,-1.124189718
AT1G49240,18.4273738,10.90353694,54.26058084,61.56093842,0.033872574,0.949794858,-0.180961025,0.928152578,0.339608856,0.177117783,-0.939165013
AT1G49340,5.509745857,4.192585714,5.492812135,3.610384321,-0.484854,0.159259289,-0.239587857,0.890513824,1.003082888,1.161257456,0.211247035
AT1G49380,8.289124035,8.022339451,18.27300772,16.55298591,0.034062348,0.973094391,-0.036978194,0.993235243,0.453626691,0.484646063,0.095426001
AT1G49430,1.771526063,2.467770191,3.810918209,3.992288024,-0.042968327,0.988083363,0.331525166,0.943661442,0.464855441,0.618134307,0.411138198
AT1G49480,2.483647732,3.525136413,7.997492297,12.43717064,0.356962829,0.749038961,0.569464516,0.891574481,0.310553313,0.283435559,-0.131820194
AT1G49500,22.24115411,18.8705179,216.2992103,213.8103392,0.042571087,0.972678506,0.166049134,0.972594087,0.102825868,0.08825821,-0.220400855
AT1G49600,4.663217733,7.656840651,13.79610777,10.83654044,-0.272541711,0.851335333,0.738592315,0.646734218,0.338009663,0.706576116,1.063780494
AT1G49630,2.704857734,1.518574308,3.130138522,1.414217822,-1.086438164,0.057092307,-0.893731453,0.434162552,0.864133557,1.073790957,0.313386948
AT1G49670,1.95682981,2.491466633,5.612148572,6.101930581,0.068752442,0.967018989,0.172807393,0.977375972,0.348677478,0.408307928,0.227764401
AT1G49730,3.227510386,2.817544879,5.684907568,7.648323694,0.45403262,0.600531957,-0.118373469,0.984477763,0.567733133,0.368387243,-0.623989838
AT1G49750,48.37132749,42.39326901,78.53646035,47.1851389,-0.624260674,0.001813411,-0.209666885,0.777333771,0.615909188,0.898445358,0.544713115
AT1G49760,10.83722109,7.360928103,19.88279377,22.25979231,0.026274448,0.994436306,-0.536254989,0.561379102,0.545055248,0.330682695,-0.720954924
AT1G49950,4.742148295,5.039852134,11.65828279,23.47258117,1.026062307,0.006363252,0.009357945,0.997851096,0.40676216,0.21471231,-0.921780567
AT1G49970,30.56556588,27.2037205,87.74828123,79.64816329,-0.073233631,0.843585178,-0.039161755,0.989184187,0.34833236,0.341548623,-0.028373529
AT1G49975,6.847080711,18.67429492,36.35102258,32.46076008,-0.19394483,0.862482733,1.128130887,0.42554164,0.188360058,0.575288283,1.610792017
AT1G50020,12.01298765,15.14820144,67.11863702,65.45454784,0.009025532,0.991366964,0.509305529,0.788560594,0.178981401,0.231430847,0.370771499
AT1G50030,4.48961567,4.358295728,5.164492081,3.603432338,-0.343983601,0.511304724,-0.038262378,0.989720825,0.869323759,1.209484547,0.476426856
AT1G50140,2.294224385,1.941158097,3.787905439,5.168159413,0.642012183,0.241054641,-0.17313316,0.974939828,0.605670976,0.375599501,-0.689339133
AT1G50200,11.89455801,12.72137499,26.07268431,19.51603837,-0.264985449,0.262752459,0.117896331,0.953728363,0.456207649,0.651842077,0.514831847
AT1G50250,45.86649109,34.87259021,81.59734381,67.30090089,-0.240470443,0.399282969,-0.274594177,0.565100576,0.562107649,0.518159337,-0.117450642
AT1G50320,24.76079263,32.62108199,149.4952761,177.2610978,0.329610977,0.1690642,0.402601503,0.782207289,0.165629265,0.184028433,0.15197108
AT1G50370,2.717864403,2.855397866,7.425706937,4.317913086,-0.369452971,0.590259959,-0.107723805,0.987703677,0.366007496,0.661291186,0.853412476
AT1G50380,1.578639711,2.47915396,3.798067372,2.649328203,-0.283121067,0.804390791,0.564629694,0.864081627,0.415642893,0.935767021,1.170804841
AT1G50430,11.34004156,7.975460857,26.26013521,28.23560821,0.408680719,0.084537907,-0.320693654,0.897843151,0.43183485,0.282461097,-0.6124275
AT1G50450,7.668636077,4.952896503,19.70090801,16.79404595,-0.175265044,0.807493778,-0.68454818,0.583854619,0.389252925,0.29491979,-0.400385247
AT1G50460,3.144769536,2.529263215,10.32299066,4.376121269,-1.050475883,0.110614356,-0.225378658,0.96219347,0.304637448,0.577969178,0.92389926
AT1G50480,6.582288769,9.182067698,15.22688058,13.01396528,-0.076706862,0.92932035,0.355355488,0.87240301,0.432280843,0.705554956,0.706789557
AT1G50500,2.132781735,1.706602527,3.104199597,2.070213799,0.171659345,0.933863843,-0.453365313,0.899095914,0.687063337,0.824360521,0.262832315
AT1G50570,5.175015348,4.098722346,9.856539047,5.508332087,-0.799074045,0.171532027,-0.275666451,0.950627084,0.525033719,0.744094997,0.50307674
AT1G50600,7.204029818,8.15424762,20.81638952,16.93027359,-0.096648556,0.931860502,0.265312559,0.921680988,0.346074895,0.481637085,0.476862192
AT1G50640,11.66606568,11.09678897,44.70666841,73.93702643,0.827460934,5.237E-06,-0.12487176,0.977286935,0.260946881,0.150084329,-0.797982816
AT1G50660,4.36887721,3.612024246,8.352808508,2.907080698,-1.364445324,0.000131898,-0.265691169,0.936826375,0.523042903,1.242491909,1.248235262
AT1G50670,3.483147346,2.36512959,8.998525037,3.108039416,-0.885053053,0.438614711,-0.341878593,0.952264185,0.387079808,0.760971556,0.975211476
AT1G50732,2.922487418,3.598652784,35.45556392,34.97399428,-0.161520507,0.915784563,0.162716408,0.986063809,0.082426765,0.102895104,0.319989568
AT1G50740,14.73716077,45.88153782,103.7522832,347.8062955,1.92412753,1.78913E-51,1.461369684,0.000598683,0.142041797,0.131916927,-0.106685819
AT1G50840,2.603307717,2.314825232,4.96316679,6.568502331,0.344121709,0.691460793,-0.081010718,0.987703677,0.524525535,0.352412942,-0.573746101
AT1G50900,33.15499055,32.0843827,124.0730862,132.1701448,-0.010901812,0.993614173,0.00662793,0.997778221,0.267221454,0.242750606,-0.138560948
AT1G50920,7.529158937,6.897373832,21.80218491,12.26540019,-0.799207282,0.000501544,0.034759366,0.993235243,0.345339651,0.56234397,0.703436864
AT1G51060,1.737246239,3.683461594,22.76748128,31.00052168,0.083699269,0.976400303,0.351100817,0.957161107,0.07630384,0.118819342,0.638942147
AT1G51090,2.828698403,1.200925491,26.79507413,24.55652057,-0.17664413,0.959732365,-0.818808283,0.789698208,0.105567851,0.048904546,-1.11013007
AT1G51110,7.387613962,9.638319923,26.93349988,27.33923014,0.238078442,0.559876274,0.376244812,0.922018668,0.274290901,0.352545404,0.362102304
AT1G51160,4.141526901,2.158063422,12.55776353,9.188294185,-0.226335314,0.931427439,-0.162754807,0.982163253,0.329798128,0.234870954,-0.489714899
AT1G51200,27.60521489,22.41083523,106.8045746,86.44054467,-0.323362876,0.284596163,-0.310592888,0.836738137,0.258464724,0.259263003,0.00444896
AT1G51350,2.711445077,1.204005863,3.222038328,3.363937902,-0.03281387,0.989721267,-0.52639453,0.860032564,0.841530982,0.357915603,-1.233396948
AT1G51400,175.7730322,111.7700576,983.5058539,847.9808885,-0.110960946,0.484484995,-0.639261458,0.121730697,0.178720881,0.131807284,-0.439278102
AT1G51500,12.03831991,10.38881598,21.32636549,11.48116487,-0.797184227,0.039616242,-0.233430187,0.901612329,0.564480615,0.904857311,0.680766271
AT1G51510,4.019454717,2.009764287,14.50353784,6.290811615,-0.985173546,0.330981979,-0.973813509,0.61114037,0.277136155,0.319476152,0.205113304
AT1G51560,2.787243418,1.580492446,3.341940891,8.338186978,1.007578928,0.272539023,-0.506671331,0.908309853,0.834019364,0.189548693,-2.13751237
AT1G51570,9.49952557,3.713415443,13.44387533,11.35206252,-0.240224921,0.842499407,-1.10082111,0.043690751,0.706606193,0.327113724,-1.111114106
AT1G51650,16.55860512,13.96514,125.4854522,105.9835918,-0.261166011,0.793879933,0.17099448,0.969931478,0.131956373,0.131767001,-0.002071917
AT1G51660,2.631821629,20.76920548,16.15837673,65.87973999,2.02461499,1.32069E-38,2.814333338,6.09294E-10,0.16287661,0.315259372,0.952759819
AT1G51680,15.13014219,14.51981708,25.92210536,47.90264361,0.900954215,4.48182E-07,-0.027804818,0.993230672,0.583677212,0.303110976,-0.945324648
AT1G51690,3.201720479,3.032203481,9.850512797,14.36372462,0.313165806,0.637724966,0.394526154,0.906973926,0.325030843,0.211101477,-0.622639954
AT1G51700,3.727143989,12.84264821,18.93962662,74.84705144,1.991411087,2.62974E-14,1.586535355,0.011524971,0.196790785,0.171585226,-0.197737331
AT1G51720,1.855791759,1.845674136,5.532840684,7.843716442,0.227819854,0.895334586,-0.551699759,0.846328658,0.335413916,0.235306076,-0.511403972
AT1G51730,1.573895426,1.585328261,9.654127436,15.49957175,0.343111245,0.7107176,0.110430593,0.987703677,0.163028242,0.102282069,-0.672568668
AT1G51760,6.952171527,12.98808695,24.40063833,24.32469807,0.084631482,0.928748446,0.636550213,0.464804964,0.284917609,0.533946481,0.906150357
AT1G51790,2.332490565,6.510498424,7.104196347,17.62378511,1.323747827,7.56246E-06,1.390504229,0.007631031,0.328325746,0.369415445,0.170116303
AT1G51800,4.005111527,13.27533334,14.34965585,38.67391897,1.511251108,4.98116E-33,1.718749358,1.8811E-06,0.279108542,0.343263204,0.298488937
AT1G51805,28.73298471,31.98526254,55.37506011,51.4352984,0.001039147,0.998866977,0.157682364,0.813609979,0.518879522,0.621854321,0.261177046
AT1G51820,7.081934896,12.20971808,14.39693279,32.15360701,1.327631112,8.30006E-26,0.833625016,0.010619278,0.491905811,0.379730899,-0.373404702
AT1G51950,2.596521218,4.482884354,10.73542825,4.933198688,-0.245386313,0.857206999,1.103539288,0.2851419,0.241864708,0.908717576,1.909631712
AT1G51980,19.2809886,15.02965798,39.17855239,34.13686821,-0.090752932,0.854669943,-0.332904397,0.75044202,0.492131215,0.440276416,-0.160633462
AT1G52190,8.503421387,15.68539036,15.35714985,19.17942064,0.48342112,0.119109062,0.82935478,0.056709065,0.553710908,0.817823992,0.562657445
AT1G52200,6.159339493,11.13116324,35.92401911,86.59644852,1.214555099,0.000632557,0.636116464,0.755468529,0.171454632,0.128540644,-0.415602282
AT1G52220,24.98172503,31.97099685,198.4285059,160.1325324,-0.315266862,0.04975406,0.367162015,0.793389684,0.125897864,0.199653352,0.665243488
AT1G52230,211.3876345,207.9344472,1507.989393,1212.70319,-0.241687684,0.001764814,-0.029695327,0.987703677,0.140178462,0.171463594,0.290637582
AT1G52290,8.255918663,2.752180575,12.92542844,9.094661061,-0.350685672,0.765130721,-1.17070638,0.083289796,0.638734623,0.302614969,-1.077733302
AT1G52300,15.3382413,10.09387914,158.3633299,151.5766483,0.075562472,0.853198514,0.157062075,0.953728363,0.096854754,0.066592574,-0.540461557
AT1G52360,3.562669408,3.702132611,5.356224376,4.123728253,-0.063740201,0.981742818,0.272441963,0.920224397,0.665145662,0.897763476,0.43266509
AT1G52400,6.91023571,6.053262089,12.5180393,7.775669149,-0.597859531,0.253211348,-0.223414394,0.952358219,0.552022209,0.77848761,0.495947766
AT1G52510,20.24281092,19.13639252,55.27372769,36.51175854,-0.456627815,0.030152216,-0.194809394,0.916086574,0.366228437,0.524115882,0.517142006
AT1G52670,3.12395504,4.17117957,15.07676962,18.7180295,0.172821498,0.922517004,0.230938066,0.971692204,0.207203209,0.222842878,0.104980512
AT1G52740,7.810424131,6.711567658,37.55487685,50.3740214,0.468481153,0.484129903,0.383495845,0.907652878,0.207973632,0.133234701,-0.64243075
AT1G52760,2.129434119,3.044069269,7.205524312,9.048010945,0.526008224,0.380616532,0.208261944,0.97421589,0.29552799,0.336435189,0.18703383
AT1G52780,3.925582562,3.785467954,4.499570248,3.465037978,-0.349486635,0.689739628,-0.101000369,0.982744851,0.872434998,1.09247517,0.324480939
AT1G52870,11.55852868,10.24966823,69.36943683,53.42353061,-0.156583524,0.550869377,-0.091995114,0.982744851,0.166622784,0.191856811,0.203444297
AT1G52980,5.632486155,2.959730281,10.09526454,8.782709794,0.01807633,0.991878792,-0.738169712,0.622057365,0.557933488,0.336995113,-0.727365475
AT1G53090,1.969598377,1.462154154,2.689945835,4.104858295,0.926274258,0.09367676,-0.291521092,0.952270837,0.732207449,0.356200884,-1.039561352
AT1G53170,5.587569647,6.534733732,20.20833874,61.33704773,1.692731511,3.15001E-12,0.393366887,0.927958111,0.276498218,0.10653812,-1.375900457
AT1G53210,94.62758771,78.17219753,169.5610325,173.3154319,0.114120818,0.361850887,-0.232625725,0.583853338,0.558073906,0.45104003,-0.307200714
AT1G53230,2.409006126,2.727476369,7.590707087,2.408741729,-1.092124994,0.030408554,0.453162119,0.910154017,0.317362546,1.132324124,1.835083203
AT1G53240,33.33317653,23.54089933,117.4373455,112.5099887,-0.053973898,0.958508893,-0.1441976,0.933174478,0.28383796,0.209233861,-0.439951198
AT1G53280,7.065402059,8.109143178,13.77294032,14.67919208,0.171464419,0.870403326,0.004132499,0.999096263,0.512991554,0.552424352,0.106841846
AT1G53300,2.905537756,2.981264422,6.709393967,8.172651307,0.625716736,0.475913837,-0.134150454,0.979422389,0.433055172,0.364785467,-0.247502584
AT1G53310,4.03464628,2.987744208,7.533988915,7.095454587,0.181771173,0.851052069,-0.354712517,0.877055808,0.535525911,0.421078618,-0.346866764
AT1G53320,8.522273684,3.572161532,19.83390204,15.1656621,-0.389562882,0.656260289,-1.093252911,0.226093474,0.429682151,0.235542735,-0.867281011
AT1G53380,1.474468245,3.154780393,7.170191906,5.430621879,-0.269383833,0.809859764,0.92914129,0.601983213,0.205638603,0.580924333,1.498239146
AT1G53390,2.830080273,3.124122843,4.488553201,8.435910616,0.852502365,0.118762874,0.245497119,0.938422258,0.630510578,0.370336172,-0.767685106
AT1G53400,4.168458167,3.009715063,20.35582543,27.17132757,0.370395674,0.720521608,-0.083732612,0.989950827,0.204779619,0.110768053,-0.886530279
AT1G53430,5.276833745,8.907662838,9.326524257,19.60255413,0.970646183,2.55755E-08,0.970580404,0.001315843,0.565787811,0.454413378,-0.316255789
AT1G53440,3.416171154,7.541157183,9.016914016,13.82662567,0.89307616,4.75295E-05,1.024227961,0.011374564,0.378862563,0.545408356,0.525662216
AT1G53500,7.234982516,6.922113464,16.68403468,12.87453702,-0.110682472,0.903853679,0.073734176,0.987703677,0.433647056,0.537659215,0.310170723
AT1G53510,2.774378523,3.816580582,7.244687221,7.787269711,0.118703329,0.928748446,0.282721953,0.927998701,0.382953527,0.490105098,0.355921827
AT1G53520,4.095843024,2.727023778,10.45877673,16.56680027,0.633365291,0.188232408,-0.364551656,0.938037002,0.39161779,0.164607754,-1.250414009
AT1G53570,6.89828882,3.77795258,17.97796569,9.927399215,-0.674777739,0.361020371,-0.662793337,0.490657015,0.383707976,0.38055814,-0.011891874
AT1G53580,7.086859148,8.53103209,23.64781406,18.12733427,-0.400993916,0.446074921,0.136957278,0.978174374,0.299683477,0.470617023,0.651113962
AT1G53590,1.775994785,1.806769553,3.554575379,5.987088146,0.589352576,0.502220913,-0.44398511,0.90508732,0.49963627,0.301777677,-0.72739212
AT1G53670,11.79793322,16.26015748,75.69242967,73.55859715,0.064721601,0.922141838,0.570121349,0.694972648,0.155866753,0.221050402,0.504062133
AT1G53730,4.810527012,5.590938605,8.125022184,3.314293289,-0.948056818,0.38100774,0.245177011,0.944643059,0.592063246,1.686917276,1.510566024
AT1G53750,11.12336813,11.12160678,27.44907478,15.68569322,-0.279970406,0.62091374,0.038080184,0.991194573,0.405236541,0.709028707,0.807079768
AT1G53840,19.51690154,13.99661624,39.21797099,32.63792469,-0.028494089,0.984953863,-0.410649111,0.600729762,0.497651996,0.428845166,-0.214680371
AT1G53850,3.653352129,4.254164501,15.92304177,4.389891418,-1.749947943,0.001983393,-0.096312512,0.987703677,0.22943808,0.969081942,2.078513805
AT1G53910,7.423075571,5.393046242,34.28725601,30.29998467,-0.175199474,0.860465504,0.059535304,0.989950827,0.216496636,0.177988415,-0.282561265
AT1G54030,2.877071929,5.712400041,8.3550361,7.257071381,-0.193205107,0.921311433,0.801022853,0.741240906,0.344351825,0.787149491,1.192754327
AT1G54040,7.294450106,5.925309555,16.5190493,8.912518901,-0.725660444,0.230114788,-0.604847231,0.813033124,0.441578082,0.664829957,0.590316826
AT1G54080,4.843755096,2.735242803,19.16197474,18.85349191,0.013021744,0.994871386,0.037115632,0.993235243,0.252779537,0.145078844,-0.801042526
AT1G54100,3.145798092,4.500051379,7.756655893,7.087075075,-0.135514955,0.908492735,0.45535528,0.849958955,0.405561125,0.634965953,0.646759866
AT1G54130,9.83971826,9.578072824,23.04218263,21.1485486,-0.247177884,0.671072131,-0.031113938,0.992589008,0.427030652,0.452895043,0.084837121
AT1G54170,2.551618821,1.776583065,5.214931314,7.65619523,0.150241867,0.881080612,-0.057401425,0.992589008,0.489290974,0.232045162,-1.076287048
AT1G54270,17.7394487,18.49152245,45.96967893,28.31851018,-0.554331865,0.143853481,-0.105210548,0.971959027,0.385894553,0.65298359,0.758840057
AT1G54320,3.778343481,4.751023629,15.78893679,13.74047685,0.12360878,0.937583687,0.261383983,0.949357573,0.239303224,0.345768468,0.530966474
AT1G54350,6.884539282,5.054694921,15.87954195,18.79076998,0.314248441,0.53562199,-0.501403587,0.708342423,0.433547725,0.268998818,-0.688590978
AT1G54360,2.961092596,2.051258168,8.917396813,13.89006637,0.617111023,0.368380412,-0.662810987,0.777333771,0.33205796,0.147678068,-1.168979498
AT1G54370,2.389811409,3.227441818,3.467412687,3.740104944,-0.175274695,0.929060157,0.310636518,0.953728363,0.689220357,0.862928144,0.324275118
AT1G54410,88.58666083,89.94672598,378.4912452,388.2266577,0.019514983,0.962813683,0.613617357,0.011525487,0.234052074,0.231686115,-0.014657963
AT1G54490,2.791618501,4.470815469,4.051259612,5.654830924,0.565528037,0.472404778,0.729815969,0.523417177,0.689074206,0.79061877,0.198322852
AT1G54500,20.84187521,22.29926437,89.1119999,79.73070064,-0.133380683,0.872153452,-0.044524755,0.991004798,0.233884047,0.279682283,0.257995403
AT1G54520,19.58271383,13.76115576,31.08235552,21.8149986,-0.217006465,0.612632566,-0.454884413,0.737099472,0.630026698,0.630811673,0.00179639
AT1G54710,3.579031053,2.937830848,5.891011141,6.49850111,0.254509697,0.701425691,-0.213665375,0.953728363,0.607541043,0.452078225,-0.426409445
AT1G54740,15.59833775,13.53603879,39.64271294,35.53555689,-0.094429439,0.903993294,-0.106584527,0.979422389,0.393473014,0.380915342,-0.046794299
AT1G54780,74.06879155,60.51651841,245.5146113,187.2137902,-0.284777058,0.03420602,-0.218017358,0.804930161,0.301687916,0.323248188,0.099585368
AT1G54820,2.081526889,3.681281717,6.529970134,5.813435643,-0.037169373,0.984953863,0.806394782,0.702429361,0.318765147,0.633236857,0.990251333
AT1G54830,5.303218572,4.675946571,7.752330978,7.210790768,-0.300637555,0.898625843,-0.435556166,0.921874278,0.684080516,0.648465157,-0.077137079
AT1G54920,2.753445001,1.749832254,4.364408126,4.290273436,0.099780252,0.957963084,-0.545211662,0.813033124,0.630886233,0.40786031,-0.629304747
AT1G55090,2.541836111,2.628108465,5.362065959,6.877675281,0.302616033,0.791764127,0.197116835,0.964026953,0.474040441,0.382121627,-0.310978231
AT1G55140,5.407263538,2.796995359,14.82853645,6.926516847,-0.781250205,0.428447021,-0.723755878,0.787444967,0.364652544,0.403809797,0.147153453
AT1G55150,3.346834849,1.832254953,4.3193179,4.449625761,-0.021230185,0.994562397,-0.689780115,0.788384684,0.774852633,0.411777316,-0.912057598
AT1G55325,2.271374795,2.812944404,2.73453361,3.65096426,0.517873108,0.261777623,0.218101607,0.944014645,0.830626029,0.770466157,-0.108467495
AT1G55330,27.21604801,13.68014071,266.3653737,286.6324517,0.055807429,0.967018989,0.381956373,0.879698359,0.102175623,0.047727118,-1.098169928
AT1G55350,2.567160544,2.747218056,3.722824662,2.283461949,-0.162129224,0.924121431,0.226642805,0.922062997,0.689573315,1.203093424,0.802972826
AT1G55360,5.212270448,5.427609979,10.79691649,8.32599004,-0.353017226,0.54216135,0.053973421,0.991579971,0.482755466,0.651887638,0.433330723
AT1G55450,62.96105828,186.5017201,267.5020171,866.3490149,1.857972482,9.36596E-79,1.862568018,3.24019E-50,0.235366667,0.215273195,-0.128741331
AT1G55480,31.93913338,22.83709811,96.64476186,76.23424741,-0.268459436,0.078986907,-0.344994507,0.672701628,0.330479715,0.299564813,-0.141693545
AT1G55490,39.33636855,32.49782642,80.66136511,54.94430007,-0.542617042,1.48806E-05,-0.251085456,0.749215808,0.487672983,0.591468567,0.27838745
AT1G55500,2.303148421,1.170543186,2.140959278,4.645226758,0.791728478,0.281276254,-0.406625824,0.925850084,1.075755361,0.251988384,-2.093920891
AT1G55670,517.1835931,446.6083279,2499.408336,2079.729974,-0.195858963,0.078983155,-0.094500951,0.906973926,0.206922409,0.21474342,0.053524038
AT1G55680,6.765765652,5.198375172,13.68441073,14.26474048,-0.204686477,0.740063313,-0.548292958,0.723666754,0.494414103,0.364421293,-0.440112637
AT1G55805,2.549882754,3.416854915,19.0033984,30.1809128,0.52729061,0.428769989,0.280054839,0.968345507,0.134180356,0.113212444,-0.245140922
AT1G55810,2.651294211,2.321777499,5.296586595,1.519726943,-0.566200966,0.693600941,-0.315028195,0.943207839,0.500566575,1.527759647,1.609783727
AT1G55840,3.478112834,2.756422423,9.432921775,3.485282333,-1.728546977,0.000129062,-0.260149788,0.964026953,0.368720627,0.79087493,1.100921436
AT1G55860,2.450623047,2.693611728,1.598279916,2.259625287,0.565895407,0.034008207,-0.090191326,0.968936277,1.533287769,1.192061243,-0.363170132
AT1G55910,3.723311955,1.301749774,3.549418044,7.627776975,1.093715754,0.114233782,-1.07780965,0.565100576,1.048992232,0.170659129,-2.619814499
AT1G55920,2.293970323,6.030941869,4.356833362,8.846146848,1.049759459,0.336603454,0.940979006,0.591772473,0.526522392,0.681759185,0.372767346
AT1G55960,9.130843238,12.00991976,24.94178177,31.56003849,0.558275555,0.066051209,0.775668795,0.153249756,0.366086245,0.380541987,0.055872074
AT1G56050,5.380295244,5.772784653,18.26256442,15.47390295,0.086544793,0.922854658,0.155352454,0.97421589,0.294607872,0.373065843,0.340634297
AT1G56060,6.682959792,33.7218162,71.63677243,363.9648571,2.333046819,4.4724E-38,2.485898735,9.03418E-06,0.093289516,0.092651297,-0.009903773
AT1G56070,115.3847751,90.20357308,192.5607179,182.0351017,-0.008978813,0.989569688,-0.301136379,0.222186516,0.599212427,0.495528457,-0.274099633
AT1G56110,3.194578353,3.92769159,9.369541034,9.26488351,-0.092600944,0.961948553,0.369614085,0.918446523,0.340953558,0.423933187,0.314261668
AT1G56140,1.927084249,6.349773296,5.882202509,16.32942361,1.46482305,4.77606E-16,1.809285882,0.000105591,0.327612701,0.388854711,0.247239929
AT1G56190,23.67395794,20.09962127,103.1229947,106.8652347,0.13583308,0.838088436,-0.259408043,0.793908256,0.229570117,0.188083817,-0.287559135
AT1G56200,5.3295034,8.256612394,44.94297105,23.99881521,-0.249046122,0.633964136,0.289984911,0.952744437,0.118583691,0.344042501,1.536681186
AT1G56220,49.8206771,33.0080356,297.5453844,282.1184339,-0.076970526,0.867181201,-0.326729259,0.831678637,0.167438918,0.117000634,-0.517118544
AT1G56280,22.05220008,12.07637339,106.9932782,86.23166923,0.001590102,0.998866977,-0.219170955,0.93175614,0.206108276,0.140045687,-0.557504876
AT1G56330,9.295064102,14.6823777,39.20537993,37.93230344,0.096809213,0.907229718,0.644535142,0.719133352,0.237086444,0.387067917,0.70717356
AT1G56340,8.400124876,4.556593921,21.21391802,19.56257874,0.100766189,0.93198509,-0.601803536,0.668084604,0.395972345,0.232923991,-0.765540431
AT1G56450,6.233694876,7.308087313,18.61456974,21.01848026,0.416302107,0.537781464,0.105890318,0.985607912,0.334882566,0.347698179,0.054180241
AT1G56500,9.67766871,11.90596387,20.74727193,18.43003205,-0.024845717,0.971224214,0.271756104,0.837813199,0.466454999,0.646008853,0.469816031
AT1G56510,19.74176716,32.07301888,34.50854488,60.73152922,0.914763688,9.20376E-20,0.699230722,7.66948E-05,0.572083443,0.528111498,-0.115383038
AT1G56520,1.677249692,5.319658627,2.983940107,8.720564614,1.240643261,6.73664E-05,1.235306706,0.01503866,0.562092278,0.610013097,0.118033222
AT1G56580,6.688280955,7.927293015,44.21093706,21.65195151,-0.959116276,0.009790064,0.206452832,0.972259272,0.15128114,0.366123719,1.275099102
AT1G56660,13.54838972,11.37564285,15.36045686,12.14274472,-0.144854094,0.851052069,0.069850236,0.985607912,0.882030388,0.93682632,0.086953248
AT1G57610,1.635973071,1.361092696,8.180675873,5.261453646,-0.482540942,0.496441955,0.21364487,0.972259272,0.199980185,0.258691378,0.371374918
AT1G57680,16.76773023,14.74518426,38.7239034,44.75410348,0.189720227,0.596107883,-0.19022336,0.936826375,0.433007232,0.329471112,-0.394239144
AT1G57720,22.17176898,17.86195026,69.60295058,78.29374907,0.230676588,0.236784908,-0.193074322,0.906326092,0.318546395,0.228140183,-0.481582934
AT1G57770,3.427321174,3.383698843,15.31629798,13.92904956,-0.014442174,0.991366964,0.041118643,0.993885949,0.223769554,0.242923886,0.118490591
AT1G57870,4.101233109,1.770204303,5.363607265,3.27387444,0.292072815,0.859797054,-0.368028387,0.922062997,0.76464083,0.540706229,-0.499937262
AT1G57990,81.48324969,233.2560258,147.697125,400.428588,1.497515274,8.55239E-86,1.549080681,5.54434E-40,0.551691508,0.582515916,0.078435695
